S.No.,country,imp_inr_cr,year
198,SWITZERLAND,"1,76,009.84",202324
199,SYRIA,151.90,202324
200,TAIWAN,"68,562.05",202324
201,TAJIKISTAN,0.07,202324
202,TANZANIA REP,"27,263.50",202324
203,THAILAND,"82,034.18",202324
204,TIMOR LESTE,2.35,202324
205,TOGO,"7,025.71",202324
206,TOKELAU IS,0.08,202324
207,TONGA,0.13,202324
208,TRINIDAD,"2,159.47",202324
209,TUNISIA,"1,952.92",202324
210,TURKEY,"31,321.33",202324
211,TURKMENISTAN,618.95,202324
212,TURKS C IS,3.55,202324
213,U ARAB EMTS,"3,97,826.18",202324
214,U K,"69,731.22",202324
215,U S A,"3,49,318.73",202324
216,UGANDA,"7,292.08",202324
217,UKRAINE,"4,469.31",202324
218,UNSPECIFIED,569.24,202324
219,URUGUAY,"1,114.11",202324
220,US MINOR OUTLYING ISLANDS,0.29,202324
221,UZBEKISTAN,819.35,202324
222,VANUATU REP,0.0000,202324
223,VATICAN CITY,0.76,202324
224,VENEZUELA,"8,294.66",202324
225,VIETNAM SOC REP,"77,395.58",202324
226,VIRGIN IS US,691.38,202324
227,WALLIS F IS,0.0000,202324
228,YEMEN REPUBLC,"1,581.09",202324
229,ZAMBIA,"1,687.53",202324
230,ZIMBABWE,137.43,202324
