HSCode,Commodity,Ex_INR,%Share,Year
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,"1,947.94",0.0538,202324
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,124.76,0.0034,202324
38,MISCELLANEOUS CHEMICAL PRODUCTS.,"54,454.42",1.5047,202324
39,PLASTIC AND ARTICLES THEREOF.,"61,117.06",1.6888,202324
40,RUBBER AND ARTICLES THEREOF.,"37,890.21",1.0470,202324
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,"3,714.87",0.1027,202324
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.","20,256.08",0.5597,202324
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",98.19,0.0027,202324
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,"5,139.85",0.1420,202324
45,CORK AND ARTICLES OF CORK.,43.80,0.0012,202324
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",569.47,0.0157,202324
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,73.58,0.0020,202324
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.","21,727.79",0.6004,202324
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.","3,560.83",0.0984,202324
50,SILK,"1,027.36",0.0284,202324
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.","1,368.31",0.0378,202324
52,COTTON.,"56,145.52",1.5514,202324
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,"3,918.51",0.1083,202324
54,MAN-MADE FILAMENTS.,"14,576.41",0.4028,202324
55,MAN-MADE STAPLE FIBRES.,"13,569.21",0.3749,202324
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.","4,760.33",0.1315,202324
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,"15,530.47",0.4291,202324
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,"2,979.78",0.0823,202324
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.","3,969.29",0.1097,202324
60,KNITTED OR CROCHETED FABRICS.,"3,909.25",0.1080,202324
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.","55,798.09",1.5418,202324
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.","64,612.82",1.7854,202324
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,"46,250.33",1.2780,202324
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.","20,608.33",0.5695,202324
65,HEADGEAR AND PARTS THEREOF.,796.50,0.0220,202324
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",37.45,0.0010,202324
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,"4,867.09",0.1345,202324
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.","17,157.09",0.4741,202324
69,CERAMIC PRODUCTS.,"25,236.20",0.6973,202324
70,GLASS AND GLASSWARE.,"9,145.28",0.2527,202324
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","2,72,097.29",7.5187,202324
72,IRON AND STEEL,"98,117.77",2.7112,202324
73,ARTICLES OF IRON OR STEEL,"82,290.58",2.2739,202324
74,COPPER AND ARTICLES THEREOF.,"19,172.37",0.5298,202324
75,NICKEL AND ARTICLES THEREOF.,"1,366.79",0.0378,202324
76,ALUMINIUM AND ARTICLES THEREOF.,"63,346.63",1.7504,202324
78,LEAD AND ARTICLES THEREOF.,"6,470.06",0.1788,202324
79,ZINC AND ARTICLES THEREOF.,"6,017.74",0.1663,202324
80,TIN AND ARTICLES THEREOF.,137.46,0.0038,202324
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,839.03,0.0232,202324
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.","8,739.00",0.2415,202324
83,MISCELLANEOUS ARTICLES OF BASE METAL.,"7,301.33",0.2018,202324
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.","2,48,865.80",6.8767,202324
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.","2,84,963.46",7.8742,202324
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL","2,609.91",0.0721,202324
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.","1,72,945.35",4.7789,202324
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.","26,907.95",0.7435,202324
89,"SHIPS, BOATS AND FLOATING STRUCTURES.","33,594.80",0.9283,202324
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;","41,313.91",1.1416,202324
91,CLOCKS AND WATCHES AND PARTS THEREOF.,762.41,0.0211,202324
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,375.37,0.0104,202324
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,"2,838.12",0.0784,202324
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC","20,011.46",0.5530,202324
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.","4,329.55",0.1196,202324
96,MISCELLANEOUS MANUFACTURED ARTICLES.,"5,987.64",0.1655,202324
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,"2,793.41",0.0772,202324
98,PROJECT GOODS; SOME SPECIAL USES.,205.32,0.0057,202324
99,MISCELLANEOUS GOODS.,777.56,0.0215,202324
