HSCode,Commodity,Ex_INR,%Share,Year
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,"13,413.35",0.5812,201819
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,"6,858.61",0.2972,201819
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.","15,593.48",0.6757,201819
26,"ORES, SLAG AND ASH.","12,909.45",0.5594,201819
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","3,35,474.40",14.5370,201819
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.","14,056.26",0.6091,201819
29,ORGANIC CHEMICALS,"1,27,566.74",5.5278,201819
30,PHARMACEUTICAL PRODUCTS,"1,03,239.93",4.4737,201819
31,FERTILISERS.,"1,038.16",0.0450,201819
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.","23,124.03",1.0020,201819
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.","14,448.58",0.6261,201819
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.","4,329.69",0.1876,201819
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,"1,762.65",0.0764,201819
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,845.01,0.0366,201819
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,84.34,0.0037,201819
38,MISCELLANEOUS CHEMICAL PRODUCTS.,"32,396.59",1.4038,201819
39,PLASTIC AND ARTICLES THEREOF.,"56,078.97",2.4301,201819
40,RUBBER AND ARTICLES THEREOF.,"22,418.75",0.9715,201819
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,"5,048.37",0.2188,201819
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.","17,922.94",0.7766,201819
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",90.50,0.0039,201819
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,"3,433.08",0.1488,201819
45,CORK AND ARTICLES OF CORK.,25.95,0.0011,201819
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",281.30,0.0122,201819
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,24.77,0.0011,201819
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.","13,915.18",0.6030,201819
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.","2,801.58",0.1214,201819
50,SILK,591.56,0.0256,201819
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.","1,390.17",0.0602,201819
52,COTTON.,"55,020.70",2.3842,201819
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,"3,117.71",0.1351,201819
54,MAN-MADE FILAMENTS.,"16,017.69",0.6941,201819
55,MAN-MADE STAPLE FIBRES.,"13,307.59",0.5767,201819
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.","2,990.84",0.1296,201819
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,"12,364.69",0.5358,201819
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,"2,638.63",0.1143,201819
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.","1,804.62",0.0782,201819
60,KNITTED OR CROCHETED FABRICS.,"3,080.25",0.1335,201819
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.","54,691.78",2.3699,201819
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.","58,135.92",2.5192,201819
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,"36,768.24",1.5933,201819
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.","20,328.54",0.8809,201819
65,HEADGEAR AND PARTS THEREOF.,320.47,0.0139,201819
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",22.73,0.0010,201819
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,"1,550.56",0.0672,201819
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.","11,053.68",0.4790,201819
69,CERAMIC PRODUCTS.,"11,136.33",0.4826,201819
70,GLASS AND GLASSWARE.,"6,655.35",0.2884,201819
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","2,82,793.66",12.2542,201819
72,IRON AND STEEL,"68,074.83",2.9499,201819
73,ARTICLES OF IRON OR STEEL,"50,982.97",2.2092,201819
74,COPPER AND ARTICLES THEREOF.,"7,003.04",0.3035,201819
75,NICKEL AND ARTICLES THEREOF.,464.88,0.0201,201819
76,ALUMINIUM AND ARTICLES THEREOF.,"39,875.63",1.7279,201819
78,LEAD AND ARTICLES THEREOF.,"2,819.98",0.1222,201819
79,ZINC AND ARTICLES THEREOF.,"4,189.99",0.1816,201819
80,TIN AND ARTICLES THEREOF.,71.83,0.0031,201819
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,411.49,0.0178,201819
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.","6,243.86",0.2706,201819
83,MISCELLANEOUS ARTICLES OF BASE METAL.,"4,453.66",0.1930,201819
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.","1,46,652.28",6.3548,201819
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.","89,192.33",3.8649,201819
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL","3,515.96",0.1524,201819
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.","1,26,533.36",5.4830,201819
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.","11,942.92",0.5175,201819
89,"SHIPS, BOATS AND FLOATING STRUCTURES.","39,258.94",1.7012,201819
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;","22,764.58",0.9865,201819
91,CLOCKS AND WATCHES AND PARTS THEREOF.,705.10,0.0306,201819
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,140.21,0.0061,201819
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,778.72,0.0337,201819
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC","11,965.33",0.5185,201819
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.","2,924.27",0.1267,201819
96,MISCELLANEOUS MANUFACTURED ARTICLES.,"4,322.61",0.1873,201819
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,718.06,0.0311,201819
98,PROJECT GOODS; SOME SPECIAL USES.,298.23,0.0129,201819
99,MISCELLANEOUS GOODS.,"1,042.66",0.0452,201819
